# PAIRED PERF: BLOCKED this batch by an EXPORT-SIDE march confound — our block-dot object packager emits -march=rv64gcv (NO zfh) [RVVTargetSupportBundle.cpp:1807 baseline / :2214-2215 block-dot family], so the per-block fp16 scale d lowers to a __extendhfsf2 softfloat libcall (objdump: ours iq2_xxs = 1 ref, factory = 0). This is BOTH (a) a hard link blocker (undef __extendhfsf2 + non-PIC HI20 relocs need -no-pie) AND (b) a ONE-SIDED perf confound biased AGAINST us (factory uses hw fcvt.s.h via its zfh march). This is the SAME confound class that STALE-marked the step-3 rows above, but one-sided — so a paired ratio now would be confounded-against-our-own-kernel. Per confound-clean discipline: NOT fabricated. rows below = STALE(export-march-confound). Harness itself is proven (host self-test 12/12 GREEN incl. the 2 new TQ; 8/8 opponent locate; 8x 28-col DRYRUN). FIX (follow-up, lib-side, NOT this batch's touch-set): give the block-dot families a _zfh packager mirroring the repack route's rv64gcv_zvfh, then re-run format_micro_paired.sh (POOL_MIB=256 => working_set 256MB > 3xL3=192MB DRAM-cold; L2_KIB=65536; ROOFLINE_READ_GBS=5.237).
# ===== 2026-07-07 lineA-batch2b (RE-EXPORT pinned HEAD 0ca224f7 = zfh merge) — rvv/VLEN128 FORMAT-MICRO PAIRED PERF: EXPORT CONFOUND FIXED, FAIR (both-hardware-fp16) NUMBERS. =====
# [SUPERSEDES the 8 batch2b(49ede67d) STALE(export-march-confound) rows that were here — the export-side march confound is now RESOLVED, so those blocked rows are removed and replaced by measured rows below.]
# FIX LANDED: the block-dot super-block families now package under -march=rv64gcv_zvfh (RVVTargetSupportBundle.cpp:1811/2219) so the per-super-block fp16 scale d lowers to a HARDWARE fcvt.s.h (0 __extendhfsf2 libcall). Re-exported all 8 objects at HEAD 0ca224f7 via the cached detached-worktree tcrv-opt/translate (main tree + build/ untouched; no git stash). Board llvm-objdump-17: every ours object = 0 __extendhfsf2 / 1 fcvt.s.h. Both sides now HARDWARE fp16 => the one-sided confound that STALE-marked the 49ede67d rows is GONE; ratios below are FAIR.
# METHOD: opponent = ggml OWN gcc-12.3.1 objects (arch/riscv/quants.c.o dispatched vec_dot + generic quants.c.o + ggml-base/ggml-quants.c.o quantizers) ld -r merged; 8/8 ggml_vec_dot_<fmt>_q8_K DEFINED-T; 0 fp16 libcall (禁手填). Link: -no-pie (ours non-PIC) -fopenmp + 4 leaf link-stubs (ggml_abort/type_size/type_name/row_size) PROVEN off the timed vec_dot path (0 relocs from any vec_dot symbol => timed code is 100% ggml). paired.sh preflight 4/4 (march-complete[zvfhmin satisfied-by zvfh] / libcall-free / same-compiler clang-17 / VLEN==128). Cache-hygiene: POOL_MIB=256 => working_set ~268MB > 3xL3(64MB)=192MB DRAM-cold; N=12 median+IQR; interleaved cold. ROOFLINE_READ_GBS=5.237 (rvv read wall).
# RESULT (factory/ours; >1 => OURS faster): iq3_s 0.7068 LOSS | iq2_s 0.5815 LOSS | iq2_xs 0.7914 LOSS | iq2_xxs 0.7973 LOSS | iq3_xxs 0.1754 LOSS | iq4_xs 1.4556 ratio>1-but-OUTPUT-DIVERGENT (NOT a clean beat) | tq2_0 0.2442 LOSS | tq1_0 0.2184 LOSS(also divergent). => 7/8 LOSS + 1 divergent-ratio>1; NONE a [PERF-1] eight-gate beat. All latency/compute-bound micro (4-56% of the 5.237 GB/s read ceiling) NOT the bandwidth-bound e2e decode regime. Correctness cross-check: 6/8 ours==factory FNV bit-match on cold-random (incl. both sealed iq2_xxs/iq3_xxs); iq4_xs + tq1_0 DIVERGE (fold-order-or-decode). HONEST READ: on a fair hardware-fp16 footing our constructed super-block decode LOSES to ggml hand-tuned arch/riscv IQ/TQ intrinsics on the compute-bound micro axis; parity/loss reported as-is, no beat claimed. Raw: experiments/active/format-micro-rvv-vlen128/rvv_paired_raw_batch2b_zfh.txt
vec_dot|iq3_s|constructed-super-block-grid|arity2|micro-fixed,iq3_s-q8-k-block-dot,mechanism,constructed-strong,experiments/active/format-micro-rvv-vlen128/export_provenance.txt (re-exported pinned HEAD 0ca224f7 zfh-merge; hw-fp16 fcvt.s.h),xcheck ours==factory FNV bit-match on cold-random (fold-order-identical); full-oracle pending,lmul=n_a(super-block-no-LMUL-knob)/vlen=128,yes(board llvm-objdump-17: 0 __extendhfsf2 / 1 fcvt.s.h hw-fp16-per-block; zfh packager rv64gcv_zvfh @ RVVTargetSupportBundle.cpp:1811/2219),n_a,n_a,n_a(super-block-no-LMUL-knob),open(dual-board-hash-tool-pending),format_micro_opponent.sh_compile->ggml_vec_dot_iq3_s_q8_K@/home/ubuntu/vericurve-rv-lab/llama.cpp,factory,0.7068x(median-ns/block;factory/ours;N=12;oversized-pool:256MiB),n_a(factory==algmatched-for-IQ-grid),pending-board,latency/compute-bound(5%-of-read-ceiling),open,open,open,open,open(blocked_by_SEL),measured-fair-fp16(LOSS ours 1.41x slower; factory/ours=0.7068x; cache-cold wset256MB>3xL3=192MB DRAM; preflight4/4; KERNEL-micro-only-not-e2e),rvv-VLEN128-clang-version-17.0.6-march=rv64gcv_zfh_zvfh_zba_zbb_zbs_zicbop_zihintpause-core8-pool256MiB,2026-07-07-lineA-batch2b-zfh-rerun,tools/e2e-harness/board/format_micro_{opponent.sh;driver.c;paired.sh} + experiments/active/format-micro-rvv-vlen128/rvv_paired_raw_batch2b_zfh.txt,0xa7ac6f6a97893e43
vec_dot|iq2_s|constructed-super-block-grid|arity2|micro-fixed,iq2_s-q8-k-block-dot,mechanism,constructed-strong,experiments/active/format-micro-rvv-vlen128/export_provenance.txt (re-exported pinned HEAD 0ca224f7 zfh-merge; hw-fp16 fcvt.s.h),xcheck ours==factory FNV bit-match on cold-random (fold-order-identical); full-oracle pending,lmul=n_a(super-block-no-LMUL-knob)/vlen=128,yes(board llvm-objdump-17: 0 __extendhfsf2 / 1 fcvt.s.h hw-fp16-per-block; zfh packager rv64gcv_zvfh @ RVVTargetSupportBundle.cpp:1811/2219),n_a,n_a,n_a(super-block-no-LMUL-knob),open(dual-board-hash-tool-pending),format_micro_opponent.sh_compile->ggml_vec_dot_iq2_s_q8_K@/home/ubuntu/vericurve-rv-lab/llama.cpp,factory,0.5815x(median-ns/block;factory/ours;N=12;oversized-pool:256MiB),n_a(factory==algmatched-for-IQ-grid),pending-board,latency/compute-bound(19%-of-read-ceiling),open,open,open,open,open(blocked_by_SEL),measured-fair-fp16(LOSS ours 1.72x slower; factory/ours=0.5815x; cache-cold wset256MB>3xL3=192MB DRAM; preflight4/4; KERNEL-micro-only-not-e2e),rvv-VLEN128-clang-version-17.0.6-march=rv64gcv_zfh_zvfh_zba_zbb_zbs_zicbop_zihintpause-core8-pool256MiB,2026-07-07-lineA-batch2b-zfh-rerun,tools/e2e-harness/board/format_micro_{opponent.sh;driver.c;paired.sh} + experiments/active/format-micro-rvv-vlen128/rvv_paired_raw_batch2b_zfh.txt,0xa429d0000817e5b3
vec_dot|iq2_xs|constructed-super-block-grid|arity2|micro-fixed,iq2_xs-q8-k-block-dot,mechanism,constructed-strong,experiments/active/format-micro-rvv-vlen128/export_provenance.txt (re-exported pinned HEAD 0ca224f7 zfh-merge; hw-fp16 fcvt.s.h),xcheck ours==factory FNV bit-match on cold-random (fold-order-identical); full-oracle pending,lmul=n_a(super-block-no-LMUL-knob)/vlen=128,yes(board llvm-objdump-17: 0 __extendhfsf2 / 1 fcvt.s.h hw-fp16-per-block; zfh packager rv64gcv_zvfh @ RVVTargetSupportBundle.cpp:1811/2219),n_a,n_a,n_a(super-block-no-LMUL-knob),open(dual-board-hash-tool-pending),format_micro_opponent.sh_compile->ggml_vec_dot_iq2_xs_q8_K@/home/ubuntu/vericurve-rv-lab/llama.cpp,factory,0.7914x(median-ns/block;factory/ours;N=12;oversized-pool:256MiB),n_a(factory==algmatched-for-IQ-grid),pending-board,latency/compute-bound(20%-of-read-ceiling),open,open,open,open,open(blocked_by_SEL),measured-fair-fp16(LOSS ours 1.26x slower; factory/ours=0.7914x; cache-cold wset256MB>3xL3=192MB DRAM; preflight4/4; KERNEL-micro-only-not-e2e),rvv-VLEN128-clang-version-17.0.6-march=rv64gcv_zfh_zvfh_zba_zbb_zbs_zicbop_zihintpause-core8-pool256MiB,2026-07-07-lineA-batch2b-zfh-rerun,tools/e2e-harness/board/format_micro_{opponent.sh;driver.c;paired.sh} + experiments/active/format-micro-rvv-vlen128/rvv_paired_raw_batch2b_zfh.txt,0x66bea62c2a142347
vec_dot|iq2_xxs|constructed-super-block-grid|arity2|micro-fixed,iq2_xxs-q8-k-block-dot,mechanism,constructed-strong,experiments/active/format-micro-rvv-vlen128/export_provenance.txt (re-exported pinned HEAD 0ca224f7 zfh-merge; hw-fp16 fcvt.s.h),byte-exact(sealed;silicon-validation-batch-2;ULP=0) + xcheck ours==factory FNV bit-match cold-random,lmul=n_a(super-block-no-LMUL-knob)/vlen=128,yes(board llvm-objdump-17: 0 __extendhfsf2 / 1 fcvt.s.h hw-fp16-per-block; zfh packager rv64gcv_zvfh @ RVVTargetSupportBundle.cpp:1811/2219),n_a,n_a,n_a(super-block-no-LMUL-knob),open(dual-board-hash-tool-pending),format_micro_opponent.sh_compile->ggml_vec_dot_iq2_xxs_q8_K@/home/ubuntu/vericurve-rv-lab/llama.cpp,factory,0.7973x(median-ns/block;factory/ours;N=12;oversized-pool:256MiB),n_a(factory==algmatched-for-IQ-grid),pending-board,latency/compute-bound(8%-of-read-ceiling),open,open,open,open,open(blocked_by_SEL),measured-fair-fp16(LOSS ours 1.25x slower; factory/ours=0.7973x; cache-cold wset256MB>3xL3=192MB DRAM; preflight4/4; KERNEL-micro-only-not-e2e),rvv-VLEN128-clang-version-17.0.6-march=rv64gcv_zfh_zvfh_zba_zbb_zbs_zicbop_zihintpause-core8-pool256MiB,2026-07-07-lineA-batch2b-zfh-rerun,tools/e2e-harness/board/format_micro_{opponent.sh;driver.c;paired.sh} + experiments/active/format-micro-rvv-vlen128/rvv_paired_raw_batch2b_zfh.txt,0xee1a4371fd39c437
vec_dot|iq3_xxs|constructed-super-block-grid|arity2|micro-fixed,iq3_xxs-q8-k-block-dot,mechanism,constructed-strong,experiments/active/format-micro-rvv-vlen128/export_provenance.txt (re-exported pinned HEAD 0ca224f7 zfh-merge; hw-fp16 fcvt.s.h),byte-exact(sealed;silicon-validation-batch-2;ULP=0) + xcheck ours==factory FNV bit-match cold-random,lmul=n_a(super-block-no-LMUL-knob)/vlen=128,yes(board llvm-objdump-17: 0 __extendhfsf2 / 1 fcvt.s.h hw-fp16-per-block; zfh packager rv64gcv_zvfh @ RVVTargetSupportBundle.cpp:1811/2219),n_a,n_a,n_a(super-block-no-LMUL-knob),open(dual-board-hash-tool-pending),format_micro_opponent.sh_compile->ggml_vec_dot_iq3_xxs_q8_K@/home/ubuntu/vericurve-rv-lab/llama.cpp,factory,0.1754x(median-ns/block;factory/ours;N=12;oversized-pool:256MiB),n_a(factory==algmatched-for-IQ-grid),pending-board,latency/compute-bound(4%-of-read-ceiling),open,open,open,open,open(blocked_by_SEL),measured-fair-fp16(LOSS ours 5.70x slower; factory/ours=0.1754x; cache-cold wset256MB>3xL3=192MB DRAM; preflight4/4; KERNEL-micro-only-not-e2e),rvv-VLEN128-clang-version-17.0.6-march=rv64gcv_zfh_zvfh_zba_zbb_zbs_zicbop_zihintpause-core8-pool256MiB,2026-07-07-lineA-batch2b-zfh-rerun,tools/e2e-harness/board/format_micro_{opponent.sh;driver.c;paired.sh} + experiments/active/format-micro-rvv-vlen128/rvv_paired_raw_batch2b_zfh.txt,0x57c409b6723bce43
vec_dot|iq4_xs|constructed-super-block-grid|arity2|micro-fixed,iq4_xs-q8-k-block-dot,mechanism,constructed-strong,experiments/active/format-micro-rvv-vlen128/export_provenance.txt (re-exported pinned HEAD 0ca224f7 zfh-merge; hw-fp16 fcvt.s.h),xcheck DIVERGENT ours!=factory FNV (fold-order-or-decode diff; reconciliation pending),lmul=n_a(super-block-no-LMUL-knob)/vlen=128,yes(board llvm-objdump-17: 0 __extendhfsf2 / 1 fcvt.s.h hw-fp16-per-block; zfh packager rv64gcv_zvfh @ RVVTargetSupportBundle.cpp:1811/2219),n_a,n_a,n_a(super-block-no-LMUL-knob),open(dual-board-hash-tool-pending),format_micro_opponent.sh_compile->ggml_vec_dot_iq4_xs_q8_K@/home/ubuntu/vericurve-rv-lab/llama.cpp,factory,1.4556x(median-ns/block;factory/ours;N=12;oversized-pool:256MiB),n_a(factory==algmatched-for-IQ-grid),pending-board,latency/compute-bound(56%-of-read-ceiling),open,open,open,open,open(blocked_by_SEL),measured-fair-fp16(ratio>1 1.46x but OUTPUT-DIVERGENT ours!=factory -> NOT a clean beat; reconcile correctness first; cache-cold wset256MB>3xL3; preflight4/4; KERNEL-micro-only),rvv-VLEN128-clang-version-17.0.6-march=rv64gcv_zfh_zvfh_zba_zbb_zbs_zicbop_zihintpause-core8-pool256MiB,2026-07-07-lineA-batch2b-zfh-rerun,tools/e2e-harness/board/format_micro_{opponent.sh;driver.c;paired.sh} + experiments/active/format-micro-rvv-vlen128/rvv_paired_raw_batch2b_zfh.txt,0x8d7f728f596bb503
vec_dot|tq2_0|constructed-super-block-grid|arity2|micro-fixed,tq2_0-q8-k-block-dot,mechanism,constructed-strong,experiments/active/format-micro-rvv-vlen128/export_provenance.txt (re-exported pinned HEAD 0ca224f7 zfh-merge; hw-fp16 fcvt.s.h),xcheck ours==factory FNV bit-match on cold-random (fold-order-identical); full-oracle pending,lmul=n_a(super-block-no-LMUL-knob)/vlen=128,yes(board llvm-objdump-17: 0 __extendhfsf2 / 1 fcvt.s.h hw-fp16-per-block; zfh packager rv64gcv_zvfh @ RVVTargetSupportBundle.cpp:1811/2219),n_a,n_a,n_a(super-block-no-LMUL-knob),open(dual-board-hash-tool-pending),format_micro_opponent.sh_compile->ggml_vec_dot_tq2_0_q8_K@/home/ubuntu/vericurve-rv-lab/llama.cpp,factory,0.2442x(median-ns/block;factory/ours;N=12;oversized-pool:256MiB),n_a(factory==algmatched-for-IQ-grid),pending-board,latency/compute-bound(14%-of-read-ceiling),open,open,open,open,open(blocked_by_SEL),measured-fair-fp16(LOSS ours 4.10x slower; factory/ours=0.2442x; cache-cold wset256MB>3xL3=192MB DRAM; preflight4/4; KERNEL-micro-only-not-e2e),rvv-VLEN128-clang-version-17.0.6-march=rv64gcv_zfh_zvfh_zba_zbb_zbs_zicbop_zihintpause-core8-pool256MiB,2026-07-07-lineA-batch2b-zfh-rerun,tools/e2e-harness/board/format_micro_{opponent.sh;driver.c;paired.sh} + experiments/active/format-micro-rvv-vlen128/rvv_paired_raw_batch2b_zfh.txt,0xad50907816a02f17
vec_dot|tq1_0|constructed-super-block-grid|arity2|micro-fixed,tq1_0-q8-k-block-dot,mechanism,constructed-strong,experiments/active/format-micro-rvv-vlen128/export_provenance.txt (re-exported pinned HEAD 0ca224f7 zfh-merge; hw-fp16 fcvt.s.h),xcheck DIVERGENT ours!=factory FNV (fold-order-or-decode diff; reconciliation pending),lmul=n_a(super-block-no-LMUL-knob)/vlen=128,yes(board llvm-objdump-17: 0 __extendhfsf2 / 1 fcvt.s.h hw-fp16-per-block; zfh packager rv64gcv_zvfh @ RVVTargetSupportBundle.cpp:1811/2219),n_a,n_a,n_a(super-block-no-LMUL-knob),open(dual-board-hash-tool-pending),format_micro_opponent.sh_compile->ggml_vec_dot_tq1_0_q8_K@/home/ubuntu/vericurve-rv-lab/llama.cpp,factory,0.2184x(median-ns/block;factory/ours;N=12;oversized-pool:256MiB),n_a(factory==algmatched-for-IQ-grid),pending-board,latency/compute-bound(9%-of-read-ceiling),open,open,open,open,open(blocked_by_SEL),measured-fair-fp16(LOSS ours 4.58x slower; ALSO output-divergent ours!=factory; cache-cold wset256MB>3xL3; preflight4/4; KERNEL-micro-only),rvv-VLEN128-clang-version-17.0.6-march=rv64gcv_zfh_zvfh_zba_zbb_zbs_zicbop_zihintpause-core8-pool256MiB,2026-07-07-lineA-batch2b-zfh-rerun,tools/e2e-harness/board/format_micro_{opponent.sh;driver.c;paired.sh} + experiments/active/format-micro-rvv-vlen128/rvv_paired_raw_batch2b_zfh.txt,0x2832bb78ddc6eab7
